curves|label
{x^4+a*x^3*z+x*y^3+x*y^2*z+x*z^3+y^4,x^4+a^2*x^3*z+x*y^3+x*y^2*z+x*z^3+y^4}|3.4.ad_d_a
{x^4+x^3*y+a*x^3*z+a^2*x^2*y*z+a*x*y^3+x*y^2*z+x*z^3+y^4,x^4+x^3*y+a^2*x^3*z+a*x^2*y*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,x^4+a*x^3*y+x^2*y^2+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+a^2*x^3*z+a^2*x^2*y^2+x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+a^2*x^3*y+x^2*y^2+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*y+a*x^3*z+a*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+x^3*y+a*x^2*y^2+a^2*x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^3*y+a^2*x^3*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a^2*x^3*z+a*x^2*y^2+a*x^2*y*z+x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+x^3*y+a*x^2*y^2+a*x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+((a+1)*x^4+a*x^3+a*x)*y=x^8+x+a+1,y^2+((a+1)*x^4+a*x^3+a*x)*y=x^8+a*x^2+a*x+a,y^2+(x^4+a*x^3+a*x)*y=a*x^8+a*x+a+1,y^2+(x^4+a*x^3+a*x)*y=a*x^8+x^2+x+1,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^3+a*x^2+a*x+a,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+(a+1)*x^2,y^2+(a*x^4+x^3+a*x^2+a)*y=a*x^3+x^2+x+1,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8+x^3+a*x^2+(a+1)*x}|3.4.ad_d_ab
{x^3*y+a*x*y^3+x*z^3+y^4,a^2*x^4+x^3*y+x^3*z+a*x*y^3+x*z^3+y^4,x^3*y+a^2*x*y^3+x*z^3+y^4,a*x^4+x^3*y+x^3*z+a^2*x*y^3+x*z^3+y^4,a*x^4+a^2*x^3*y+a^2*x^3*z+a*x^2*y^2+x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^3*z+a^2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+a^2*x^3*y+a*x^3*z+x^2*y^2+x^2*y*z+a^2*x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_d_ac
{a^2*x^4+x^3*y+a^2*x^3*z+x^2*y*z+a*x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+x^3*y+a*x^3*z+x^2*y*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+a^2*x^3*y+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a^2*x^3*y+a*x^3*z+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=a*x^3+1,y^2+(a*x^4+x^3+a*x^2+a)*y=x^3+a}|3.4.ad_d_ad
{a^2*x^4+x^3*y+x^3*z+a^2*x^2*y*z+a*x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+x^3*y+x^3*z+a*x^2*y*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+a^2*x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+a^2*x^3*z+a*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+a^2*x^3*y+a^2*x^3*z+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a^2*x^3*y+a*x^2*y^2+x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+x^3*y+a*x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+x^3*y+a^2*x^3*z+a*x^2*y^2+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^3*y+a^2*x^3*z+x^2*y^2+a*x^2*y*z+x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+a^2*x^3*z+a^2*x^2*y^2+x^2*y*z+a*x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=(a+1)*x^3+x^2+x+1,y^2+(a*x^4+x^3+a*x^2+a)*y=(a+1)*x^3+a*x^2+a*x+a}|3.4.ad_d_b
{x^4+a*x^3*z+a*x^2*y^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+x^3*z+a^2*x^2*y^2+x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a*x^3*z+a^2*x^2*y^2+a^2*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+a^2*x^3*y+a*x^3*z+x^2*y^2+a*x^2*y*z+x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_d_c
{x^4+x^3*z+x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^2*z^2,a*x^4+a*x^2*y*z+x*y^3+x*z^3+y^2*z^2,a^2*x^4+a^2*x^2*y*z+x*y^3+x*z^3+y^2*z^2,a*x^4+a*x^2*y*z+x*y^3+a*x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+a^2*x^2*y*z+x*y^3+a^2*x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+x^3*y+x^3*z+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a^2*x^3*z+a*x^2*y^2+a^2*x^2*y*z+a^2*x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+((a+1)*x^4+a*x^3+a*x)*y=x^8+a*x^2+(a+1)*x+1,y^2+(x^4+a*x^3+a*x)*y=a*x^8+x^2+(a+1)*x+a}|3.4.ad_d_d
{a*x^4+x^3*y+a*x^3*z+a*x^2*y^2+a^2*x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+a^2*x^3*z+a^2*x^2*y^2+a*x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+x^3*z+a*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a*x^3*y+x^3*z+x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_e_ab
{a^2*x^4+a*x^3*y+x^3*z+a*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a^2*x^3*y+x^3*z+a^2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^3*z}|3.4.ad_e_ad
{a^2*x^4+a*x^3*y+x^2*y^2+x^2*y*z+x*z^3+y^4,a*x^4+a^2*x^3*y+x^2*y^2+x^2*y*z+x*z^3+y^4,a^2*x^4+a^2*x^3*y+a*x^2*y^2+x*y^2*z+x*z^3+y^4,a*x^4+a*x^3*y+a^2*x^2*y^2+x*y^2*z+x*z^3+y^4,x^4+x^3*y+x^3*z+a*x^2*y*z+x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,x^4+x^3*y+x^3*z+a^2*x^2*y*z+x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,x^4+a^2*x^3*y+x^3*z+x^2*y^2+a*x*y^3+a*x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,x^4+x^3*y+a*x^3*z+x^2*y^2+a*x*y^3+a*x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+a^2*x^2*y^2+a*x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+x^3*y+a^2*x^3*z+x^2*y^2+x^2*y*z+a*x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+a*x^3*y=x^7+x^6+x^2+(a+1)*x+a+1,y^2+a*x^3*y=x^7+x^6+(a+1)*x^2+a*x+a+1,y^2+a*x^2*y=x^7+x^5+x^4+x+a,y^2+a*x^2*y=a*x^7+x^5+x^4+a*x+a,y^2+((a+1)*x^4+a*x^2+a)*y=a*x^3+x^2+(a+1)*x+1,y^2+((a+1)*x^4+a*x^2+a)*y=(a+1)*x^3+a}|3.4.ad_e_ae
{a*x^4+a^2*x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+x^3*y+a^2*x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+a^2*x^3*y+x^3*z+a^2*x^2*y^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a^2*x^3*y+a^2*x^3*z+x^2*y^2+a^2*x^2*y*z+a*x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_e_af
{a*x^4+x^3*y+a*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a^2*x^3*y+x^3*z+x^2*y^2+a^2*x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_e_ah
{a*x^4+a^2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+a*x^2*y^2+a*x^2*y*z+a^2*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+a*x^3*y=x^7+x^6+x,y^2+a*x^2*y=(a+1)*x^7+x^5+x^4+(a+1)*x+a}|3.4.ad_e_ai
{a*x^4+a*x^3*y+a^2*x^3*z+a^2*x^2*y^2+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a^2*x^3*y+a^2*x^2*y^2+a*x^2*y*z+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a^2*x^3*y+a^2*x^3*z+a^2*x^2*y^2+x^2*y*z+x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^3*y+a^2*x^3*z+a^2*x^2*y^2+a*x^2*y*z+a^2*x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+x^3+(a+1)*x,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8}|3.4.ad_f_ad
{x^4+x^3*y+x^3*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2}|3.4.ad_f_ae
{a*x^4+a^2*x^3*y+x^2*y*z+a*x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+a*x^3*y+x^2*y*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+x^3*y+a*x^3*z+x^2*y^2+a*x^2*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+a^2*x^3*z+x^2*y^2+a^2*x^2*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+a*x^3*z+a*x^2*y^2+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+x^3*y+x^2*y^2+x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+x^3+(a+1)*x^2+x+1,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8+(a+1)*x^2+x+a}|3.4.ad_f_af
{a^2*x^4+a*x^3*z+a^2*x^2*y^2+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+a^2*x^3*z+a*x^2*y^2+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+a^2*x^3*z+a^2*x^2*y^2+a^2*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a^2*x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*y*z+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_f_ag
{a*x^4+a*x^3*y+a^2*x^3*z+a*x^2*y*z+a*x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+a^2*x^3*y+a*x^3*z+a^2*x^2*y*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+x^3*y+x^3*z+x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+y^3*z,a*x^4+x^3*y+x^3*z+x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*y+x^2*y^2+a^2*x^2*y*z+a*x*y^3+x*y^2*z+x*z^3+y^2*z^2,a*x^4+a*x^3*y+x^2*y^2+a*x^2*y*z+a^2*x*y^3+x*y^2*z+x*z^3+y^2*z^2,a^2*x^4+a^2*x^3*y+a^2*x^3*z+x^2*y^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+x^3*y+a^2*x^2*y^2+a*x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+x^3*y+x^2*y^2+a^2*x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+a*x^3*y+a^2*x^3*z+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a^2*x^3*z+a^2*x^2*y^2+x^2*y*z+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a*x^3*z+a*x^2*y^2+a*x^2*y*z+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+((a+1)*x^4+a*x^3+a*x)*y=x^8+x^3+x^2+a*x+a,y^2+((a+1)*x^4+a*x^3+a*x)*y=x^8+a*x^3+(a+1)*x^2+x,y^2+(x^4+a*x^3+a*x)*y=a*x^8+x^3+(a+1)*x^2+a*x,y^2+(x^4+a*x^3+a*x)*y=a*x^8+a*x^3+a*x^2+x+1,y^2+(a*x^4+a*x^3+a)*y=(a+1)*x^3+x^2+x+1,y^2+(a*x^4+a*x^3+a)*y=(a+1)*x^3+x^2+a*x+a,y^2+(a*x^4+a*x^3+a)*y=(a+1)*x^3+a*x^2+x+1,y^2+(a*x^4+a*x^3+a)*y=(a+1)*x^3+a*x^2+a*x+a,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=(a+1)*x^3+(a+1)*x^2+x+a,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+(a+1)*x^2+a,y^2+(a*x^4+x^3+a*x^2+a)*y=(a+1)*x^3+(a+1)*x^2+a*x+1,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8+a*x^3+(a+1)*x^2+(a+1)*x+1}|3.4.ad_f_ah
{x^4+x^3*z+a*x^2*y^2+a*x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a^2*x^3*y+a*x^3*z+x^2*y*z+a*x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_f_ai
{x^4+x^3*y+a^2*x^3*z+x^2*y^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+a^2*x^3*y+a^2*x^2*y^2+x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a^2*x^3*y+a*x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a*x^3*y+a^2*x^2*y^2+a^2*x^2*y*z+a^2*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+x^3*y+a*x^3*z+a*x^2*y^2+a*x^2*y*z+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+x^3*y+a*x^3*z+a*x^2*y^2+a^2*x^2*y*z+a*x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+(a+1)*x^2+a*x+1,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+a*x^3+a*x^2+x+a+1,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8+x^3+(a+1)*x+a,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8+x^3+(a+1)*x^2+(a+1)*x+a+1}|3.4.ad_f_aj
{a*x^4+a^2*x^3*z+a^2*x^2*y^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a*x^3*z+a*x^2*y^2+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_f_ak
{y^2+a*x^3*y=x^7+x^6+x+a+1,y^2+a*x^2*y=x^7+x^5+x^4+a*x+a,y^2+((a+1)*x^4+a*x^2+a)*y=x^3+x+1,y^2+((a+1)*x^4+a*x^2+a)*y=x^3+x^2+(a+1)*x+a}|3.4.ad_i_au
{a*x^4+a*x^2*y*z+a*x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+a^2*x^2*y*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,x^4+a*x^3*y+a^2*x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^3*y+x^3*z+x^2*y*z+a^2*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a*x^3*z+x^2*y^2+x^2*y*z+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a*x^3*y+a*x^3*z+a*x^2*y*z+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+((a+1)*x^4+a*x^3+a*x)*y=x^8+x^3+x^2+a,y^2+(x^4+a*x^3+a*x)*y=a*x^8+a*x^3+a*x^2+1,y^2+(a*x^4+a*x^3+a)*y=x^3+a*x^2+(a+1)*x+a,y^2+(a*x^4+a*x^3+a)*y=a*x^3+x^2+(a+1)*x+1,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^2+x+a,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+x^3+a*x^2+x+a,y^2+(a*x^4+x^3+a*x^2+a)*y=a*x^2+a*x+1,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8+x^2+x+1}|3.4.ad_f_al
{a*x^4+x^3*y+x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a*x^3*y+x^3*z+x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+a^2*x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a*x^3*y+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_g_ah
{y^2+a*x^2*y=x^7+x^5+(a+1)*x+a,y^2+a*x^2*y=a*x^7+x^5+(a+1)*x+a}|3.4.ad_g_ai
{x^4+x^3*y+x^3*z+x^2*y^2+a*x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a*x^3*y+x^3*z+a^2*x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a^2*x^3*y+a^2*x^2*y^2+a^2*x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+a*x^3*y+x^3*z+x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_g_aj
{a^2*x^4+a^2*x^3*y+x^3*z+a*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+x^3*z+a^2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z,x^4+a^2*x^3*y+x^3*z+a^2*x^2*y^2+a*x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a*x^3*y+a*x^3*z+a^2*x^2*y*z+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_g_al
{a^2*x^4+a^2*x^3*y+a*x^2*y^2+x^2*y*z+x*z^3+y^4,a*x^4+a*x^3*y+a^2*x^2*y^2+x^2*y*z+x*z^3+y^4,a^2*x^4+a^2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+a*x^3*y=x^7+x+1,y^2+a*x^3*y=x^7+x+a}|3.4.ad_g_am
{a^2*x^4+x^3*y+a*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+x^3*y+x^3*z+a*x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+x^3*y+x^3*z+a^2*x^2*y^2+x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a*x^3*y+a*x^3*z+x^2*y*z+a^2*x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_g_an
{x^4+a*x^3*y+a^2*x^3*z+a*x^2*y^2+a*x^2*y*z+x*y*z^2+x*z^3+y^3*z,x^4+a^2*x^3*y+a*x^3*z+a^2*x^2*y^2+a^2*x^2*y*z+x*y*z^2+x*z^3+y^3*z}|3.4.ad_g_ap
{y^2+a*x^2*y=x^7+(a+1)*x,y^2+a*x^2*y=a*x^7+(a+1)*x}|3.4.ad_g_aq
{a*x^4+a*x^3*y+x^2*y*z+a*x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+a^2*x^3*y+x^2*y*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+x^3*y+x^3*z+a*x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a^2*x^3*z+x^2*y^2+a^2*x^2*y*z+x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+((a+1)*x^4+a*x^3+a*x)*y=x^8+x^3+a*x^2+a+1,y^2+((a+1)*x^4+a*x^3+a*x)*y=x^8+(a+1)*x^3+a*x^2+1,y^2+(x^4+a*x^3+a*x)*y=a*x^8+a*x^3+x^2+a+1,y^2+(x^4+a*x^3+a*x)*y=a*x^8+(a+1)*x^3+x^2+a,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+x^2+a*x+a,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+x^3+a*x^2+x,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8+x^2+x,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8+a*x^2+x+1}|3.4.ad_h_aj
{x^4+x^3*z+x^2*y^2+a^2*x^2*y*z+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+x^3*z+a^2*x^2*y^2+a*x^2*y*z+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_h_ak
{a*x^4+a^2*x^3*y+a*x^3*z+a^2*x^2*y*z+a*x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+a*x^3*y+a^2*x^3*z+a*x^2*y*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+a^2*x^3*y+a*x^3*z+x^2*y^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a^2*x^4+a*x^3*y+x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+a^2*x^3*y+a^2*x^3*z+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+x^3*y+a*x^3*z+a^2*x^2*y^2+a*x^2*y*z+a*x^2*z^2+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^3+a*x^2+1,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+(a+1)*x^2+a*x+a+1,y^2+(a*x^4+x^3+a*x^2+a)*y=a*x^3+x^2+a,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8+a*x^3+(a+1)*x^2+a*x+a+1}|3.4.ad_h_al
{x^3*y+x^2*y*z+x*y^3+x*z^3+y^4,a^2*x^4+x^3*y+a*x^3*z+x^2*y*z+a*x*y^3+x*y^2*z+x*z^3+y^4,x^4+x^3*y+a^2*x^3*z+a*x^2*y*z+a*x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+x^3*y+a^2*x^3*z+x^2*y*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,x^4+x^3*y+a*x^3*z+a^2*x^2*y*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+a*x^3*y+a^2*x^3*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,x^4+a*x^3*y+a^2*x^3*z+a*x^2*y*z+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,y^2+((a+1)*x^4+a*x^3+a*x)*y=x^8+x^3+1,y^2+((a+1)*x^4+a*x^3+a*x)*y=x^8+a*x^3+x+1,y^2+(x^4+a*x^3+a*x)*y=a*x^8+x^3+a*x+a,y^2+(x^4+a*x^3+a*x)*y=a*x^8+x^3+x^2+x,y^2+(a*x^4+a*x^3+a)*y=x^8+(a+1)*x^2,y^2+(a*x^4+a*x^3+a)*y=x^8+(a+1)*x^2+(a+1)*x+a+1,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=(a+1)*x^2+(a+1)*x+a,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+a,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+a*x^3+(a+1)*x^2+x+a,y^2+(a*x^4+x^3+a*x^2+a)*y=(a+1)*x^2+(a+1)*x+1,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8+1,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8+x^3+(a+1)*x^2+a*x+1}|3.4.ad_h_an
{x^4+a*x^3*y+x^3*z+x*y^3+x*y^2*z+x*z^3+y^4,x^4+a^2*x^3*y+x^3*z+x*y^3+x*y^2*z+x*z^3+y^4}|3.4.ad_h_ao
{y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=(a+1)*x^2+x+1,y^2+(a*x^4+(a+1)*x^3+a*x^2+a)*y=x^8+x^3+x+1,y^2+(a*x^4+x^3+a*x^2+a)*y=(a+1)*x^2+a*x+a,y^2+(a*x^4+x^3+a*x^2+a)*y=x^8+x+a}|3.4.ad_h_ap
{a^2*x^4+x^3*z+a*x^2*y^2+a*x^2*y*z+a*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+x^3*z+a^2*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.ad_h_aq
