curves|label
{y^2=x^8+x^6+x^4+x^2+2,y^2=2*x^8+2*x^6+x^4+2,y^2=x^8+2*x^7+2*x^5+2,x^4+2*x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.a_e_e
{y^2=x^8+x^7+2*x^4+x^3+x^2+2*x+2,y^2=2*x^8+2*x^7+x^4+2*x^3+2*x^2+x+1,y^2=x^8+x^7+2*x^6+x^5+2*x^4+x^3+2*x^2+x+2,y^2=2*x^8+2*x^7+x^6+2*x^5+x^4+2*x^3+x^2+2*x+1,2*x^4+x^3*y+x*y^2*z+x*z^3+y^4=0,2*x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^4=0,x^4+2*x^3*y+x^2*y^2+x^2*y*z+x*z^3+y^3*z=0}|3.3.a_f_a
{y^2=x^8+x^7+x^4+2*x^3+2*x^2+1,x^4+2*x^3*z+2*x^2*y*z+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.a_f_ab
{y^2=2*x^8+2*x^7+2*x^6+x^5+x^4+2*x^3+x+2,x^4+2*x^3*y+x^3*z+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*y+2*x^3*z+x^2*y^2+2*x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.a_f_ac
{y^2=x^8+x^7+x^6+2*x^5+2*x^4+x^3+2*x+1,2*x^4+x^3*y+x^3*z+2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.a_f_c
{2*x^4+x^3*y+x^3*z+2*x*y^2*z+x*z^3+y^3*z=0,2*x^4+2*x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.a_g_ab
{x^4+x^3*y+x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^3*z=0}|3.3.a_g_b
{x^4+x^3*y+x^3*z+x^2*y*z+x*y^3+x*z^3+y^2*z^2=0,2*x^3*z+2*x^2*y^2+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.a_h_a
{y^2=x^7+2*x^5+x^3+x^2+x+2,x^4+x^2*y*z+x*z^3+y^4=0,2*x^4+x^3*y+2*x^2*z^2+x*z^3+y^4=0}|3.3.ab_a_a
{2*x^4+x^3*z+2*x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^3*y+2*x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+x^3*y+x^2*y^2+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.ab_a_ab
{y^2=2*x^7+x^6+2*x^5+x^3+2*x,x^4+2*x^3*y+x^3*z+x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ab_a_ac
{2*x^4+2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ab_a_ad
{y^2=x^8+2*x^7+2*x^6+2*x^4+2*x^3+2*x}|3.3.ab_a_ae
{x^3*z+2*x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+2*x^3*y+2*x^2*y^2+x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_a_b
{y^2=2*x^7+x^6+x^5+2,y^2=x^8+x^7+x^6+2*x^4+x^2+x+2,2*x^4+2*x^3*y+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+x^3*y+2*x^3*z+2*x^2*y^2+x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+2*x^3*y+x^3*z+x^2*y^2+x*y^3+x*z^3+y^2*z^2=0,x^4+x^3*z+2*x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^2*z^2=0,2*x^4+x^3*y+x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ab_a_c
{2*x^4+2*x^3*z+x^2*y*z+x*z^3+y^4=0,2*x^4+x^3*y+x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,x^3*y+2*x^3*z+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*y+2*x^2*y^2+x^2*z^2+x*z^3+y^3*z=0,x^3*y+2*x^3*z+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,2*x^4+2*x^3*y+x^3*z+x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+2*x^3*y+x^3*z+x*y^3+x*z^3+y^2*z^2=0,2*x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*z^2+x*y^3+x*z^3+y^2*z^2=0,2*x^4+2*x^3*z+x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ab_a_d
{2*x^4+2*x^3*z+2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*z+x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.ab_a_e
{x^4+x^3*y+2*x^3*z+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*z+2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ab_a_f
{y^2=2*x^8+2*x^7+x^5+2*x^4+x^3+2*x^2+x+2,y^2=x^7+x^5+x^4+2*x^3+x,x^3*z+x^2*y*z+x*z^3+y^4=0,x^4+x^3*y+2*x^2*z^2+x*z^3+y^4=0,x^4+x^3*y+x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,2*x^3*z+x^2*y^2+2*x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+2*x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,x^3*z+2*x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_a_g
{2*x^4+2*x^3*z+2*x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+2*x^3*z+2*x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0,2*x^4+2*x^3*y+2*x^3*z+x^2*y^2+x^2*y*z+x*z^3+y^4+y^2*z^2=0}|3.3.ab_a_h
{y^2=2*x^8+2*x^7+x^6+x^5+x^4+x^3+2*x^2+2,x^4+x^3*y+2*x^3*z+x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_ab_i
{y^2=2*x^8+x^7+2*x^6+2*x^2+1}|3.3.ab_ab_a
{y^2=2*x^8+x^6+x^5+x,x^4+2*x^3*z+x^2*y^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+x^3*y+2*x^3*z+x^2*y^2+2*x*y^2*z+x*z^3+y^3*z=0,2*x^4+x^3*z+2*x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^3*z+x^2*y^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ab_ab_b
{y^2=2*x^7+2*x^5+2*x^3+x^2+2,y^2=x^7+2*x^5+2*x^4+2*x^2+x+2,x^4+2*x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*y+x^3*z+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ab_ab_c
{y^2=x^7+x^6+2*x^5+2*x^4+2*x^3+x^2+2*x+2,y^2=2*x^8+2*x^7+x^5+x^3+x^2+1,2*x^4+x^3*z+2*x^2*y^2+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ab_ab_d
{y^2=2*x^8+2*x^7+x^6+2*x^5+x^4+2*x^2+x+2}|3.3.ab_c_ak
{x^4+x^3*y+2*x^3*z+x*y^2*z+x*z^3+y^4=0,x^4+x^3*y+x^3*z+2*x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,x^4+x^3*y+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+x^3*y+2*x^3*z+x^2*y^2+x*y^2*z+x*z^3+y^3*z=0}|3.3.ab_ab_e
{y^2=2*x^7+2*x^6+2*x^5+2*x^2+x+2,x^4+2*x^3*y+2*x^3*z+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0,x^4+x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*y*z+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ab_ab_f
{x^4+2*x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^4=0,x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+2*x^3*z+2*x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_ab_g
{y^2=2*x^8+x^7+2*x^6+x^5+2*x^2+2*x,2*x^4+x^3*y+2*x^3*z+x*y^2*z+x*z^3+y^3*z=0,2*x^4+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,x^4+x^3*y+2*x^3*z+2*x*y^2*z+x*z^3+y^3*z=0,x^4+x^3*y+2*x^3*z+x^2*y^2+x*z^3+y^4+y^2*z^2=0,2*x^3*y+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ab_ab_h
{x^4+x^2*y^2+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+2*x^2*y^2+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ab_ab_j
{x^4+2*x^3*z+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ab_ab_k
{x^4+2*x^3*y+2*x^3*z+x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_ac_d
{2*x^3*y+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_ac_e
{y^2=x^8+2*x^7+x^6+2*x^5+x^4+x^3+2*x^2+x,y^2=2*x^7+x^6+x^3+x+2,y^2=2*x^7+x^4+x^3+x+2,y^2=x^7+x^6+x^4+x^3+2*x^2+2,2*x^4+2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,2*x^4+2*x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_b_ad
{2*x^4+x^3*y+2*x^3*z+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ab_ac_f
{y^2=2*x^7+x^6+2*x^5+2*x^4+2*x^3+x^2+2,2*x^4+x^3*y+x^2*y^2+x^2*z^2+x*z^3+y^4=0,x^3*z+x^2*y*z+2*x^2*z^2+x*y^2*z+x*z^3+y^4=0,2*x^4+2*x^3*y+2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z=0}|3.3.ab_ac_g
{2*x^4+2*x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^4=0}|3.3.ab_ac_h
{2*x^4+2*x^2*y^2+x*y*z^2+x*z^3+y^4=0,x^3*z+x^2*y^2+x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_ac_i
{2*x^4+x^2*y^2+x*y*z^2+x*z^3+y^4=0,x^4+2*x^3*z+x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_b_ae
{2*x^4+x^3*y+x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^4=0}|3.3.ab_ac_j
{y^2=x^8+x^6+2*x^3+2,x^4+x^3*y+x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^4=0}|3.3.ab_b_a
{y^2=2*x^8+2*x^6+2*x^5+x^4+x^3+x^2+x+1,y^2=2*x^8+2*x^7+x^5+2*x^4+x^3+2*x^2+x,y^2=x^7+2*x^6+x^4+x^3+x^2+2,y^2=2*x^8+x^7+x^6+2*x^5+x^4+2*x^3+2*x^2+1,x^4+x^3*y+2*x^3*z+2*x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+2*x^3*y+x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_b_ab
{y^2=2*x^8+x^7+x^5+2*x^4+2*x^3+2*x^2+2,y^2=x^8+2*x^7+2*x^4+2*x^3+2*x^2+x+2,x^3*y+2*x^3*z+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+x^3*z+2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_b_ac
{y^2=x^7+x^6+2*x^5+2*x^4+x^3+x^2+2,y^2=x^7+x^5+x^2+2*x+2}|3.3.ab_b_af
{y^2=2*x^8+x^7+2*x^6+2*x^5+x^4+2*x^3+x^2+x,y^2=2*x^8+x^6+x^3+1,2*x^4+x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^4=0}|3.3.ab_b_ag
{y^2=x^8+x^7+x^6+x^4+2*x^3+2*x^2+x+2}|3.3.ab_b_ah
{y^2=x^8+x^7+2*x^6+2*x^4+x^3+2,y^2=x^7+x^5+2*x^4+2*x^2+2,y^2=x^7+x^6+x^5+2*x^4+x^2+x+1,x^4+x^3*y+2*x^3*z+2*x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+x^3*y+2*x^3*z+2*x^2*y^2+x^2*y*z+x*z^3+y^4+y^2*z^2=0}|3.3.ab_b_b
{y^2=x^8+x^5+x^4+x^3+2*x+2,y^2=2*x^8+x^7+2*x^5+x^4+2*x,x^4+x^3*y+x^3*z+2*x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+2*x^3*z+x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.ab_c_a
{y^2=x^7+2*x^6+x^4+x^3+x^2+2*x+2,y^2=2*x^7+x^5+2*x^4+2*x^2+2,2*x^4+2*x^3*y+x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ab_b_c
{y^2=2*x^8+2*x^7+x^2+1,x^4+x^3*y+2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,x^4+x^3*y+2*x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^3*z=0,2*x^4+2*x^3*y+x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0,x^4+x^3*y+2*x^3*z+x^2*y^2+2*x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ab_b_d
{y^2=x^8+2*x^7+2*x^5+x^4+x^3+2*x+2,x^4+2*x^3*z+2*x^2*y^2+2*x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.ab_b_e
{y^2=x^7+2*x^6+x^5+x^4+x^2+x+1,2*x^4+2*x^3*y+x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^3*z+x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_b_f
{2*x^4+2*x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_c_ab
{y^2=2*x^8+x^7+2*x^6+2*x^4+1,y^2=2*x^7+2*x^6+x^4+x^2+2*x,y^2=x^7+x^6+x^4+2*x^2+2*x+2,y^2=x^7+x^3+x^2+2*x+2,x^3*z+x^2*y*z+2*x*y^2*z+x*z^3+y^4=0,x^4+x^3*z+x^2*y*z+2*x*y^2*z+x*z^3+y^4=0,x^4+2*x^3*y+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+x^3*y+2*x^3*z+x^2*y^2+x*y^3+x*z^3+y^2*z^2=0,x^4+2*x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.ab_c_ac
{x^4+x^3*z+x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+x^3*y+2*x^3*z+2*x^2*y^2+x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+2*x^3*z+2*x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.ab_c_ad
{y^2=2*x^7+x^6+x^5+x^4+x^3+2*x^2+x+2,y^2=x^7+x^6+x^5+x^3+1,2*x^4+2*x^3*y+x^3*z+x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ab_c_ae
{x^4+x^3*z+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*y+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ab_c_af
{y^2=x^7+2*x^6+2*x^5+2*x^3+2*x^2+2,y^2=2*x^8+x^6+x^4+x^3+2*x^2+2*x}|3.3.ab_c_ag
{y^2=x^7+2*x^4+2*x^3+2*x^2+2*x+2}|3.3.ab_c_ai
{2*x^4+2*x^3*z+x*y^2*z+x*z^3+y^4=0,2*x^4+2*x^3*z+2*x*y^2*z+x*z^3+y^4=0,2*x^4+x^3*y+x^3*z+2*x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,x^4+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*y+2*x^3*z+x^2*y^2+x*y^2*z+x*z^3+y^3*z=0,x^4+x^3*z+x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+2*x^3*y+2*x^3*z+x^2*y^2+2*x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^2*y^2+x^2*y*z+2*x^2*z^2+x*y^3+x*z^3+y^2*z^2=0,2*x^4+x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ab_c_b
{y^2=x^8+2*x^5+x^3+x^2+x+2,x^4+x^3*y+2*x^3*z+x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^3*y+x^3*z+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+2*x^3*z+x^2*y^2+2*x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.ab_c_c
{2*x^4+2*x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.ab_c_d
{y^2=2*x^8+x^7+x^6+2*x^5+2*x^4+x^2+2*x+2,y^2=x^8+2*x^7+x^2+x,2*x^4+2*x^3*z+2*x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_d_a
{y^2=2*x^8+2*x^5+2*x^4+x^3+2*x^2+2*x,y^2=2*x^8+x^6+2*x^4+x^3+x^2+1,x^4+x^3*y+x^3*z+x^2*y^2+x*z^3+y^4+y^2*z^2=0,x^4+x^3*y+2*x^3*z+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ab_d_ab
{y^2=2*x^8+x^7+2*x^6+x^5+2*x^2+2,y^2=2*x^7+2*x^6+x^5+2*x^2+x+2,x^4+x^3*y+x^3*z+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*y+2*x^3*z+x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+2*x^3*z+x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_d_ac
{y^2=2*x^7+x^6+2*x^4+x^3+x^2+1,y^2=2*x^8+x^7+x^6+2*x^5+2*x^4+x^3+x^2+2,x^4+x^3*z+x^2*y^2+2*x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.ab_d_ad
{y^2=x^8+x^7+x^6+2*x^4+x^2+2,y^2=2*x^8+2*x^7+2*x^6+2*x^5+x^4+x^2+x,y^2=2*x^8+2*x^7+2*x^6+x^5+2*x^4+x,x^4+x^3*y+2*x^3*z+2*x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_d_ae
{y^2=x^8+2*x^7+x^5+x^4+x+2,y^2=2*x^8+2*x^7+2*x^6+x^5+2*x^4+x^3+x+2,y^2=x^8+2*x^7+2*x^6+2*x^5+x^4+2*x^3+x^2+x+2,x^4+x^3*y+x^3*z+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ab_d_af
{y^2=2*x^8+2*x^7+x^5+2*x^4+2*x^2+x,y^2=2*x^8+2*x^6+x^5+x^3+2*x^2+2*x+1,y^2=2*x^7+x^5+2*x^4+2*x^2+x,x^4+2*x^3*z+x^2*y*z+x*z^3+y^4=0,2*x^4+x^3*y+x^3*z+x*z^3+y^4+y^2*z^2=0}|3.3.ab_d_ag
{y^2=x^8+x^7+2*x^6+x^5+2*x^2+2*x+2,y^2=2*x^8+x^7+x^6+2*x^4+2*x^3+x^2+x,2*x^4+2*x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ab_d_ah
{y^2=x^7+2*x^6+x^5+2*x^2+x+1}|3.3.ab_d_ai
{y^2=2*x^8+x^7+x^6+x^5+2*x^4+x^3+x^2+2*x+1}|3.3.ab_d_aj
{y^2=2*x^8+2*x^6+2*x^5+2*x^4+x^3+2*x,y^2=2*x^7+x^6+2*x^5+2*x^4+x^2+x+2,y^2=x^7+2*x^6+2*x^5+x^4+x^2+x+2}|3.3.ab_d_b
{x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+x^2*y*z+x*z^3+y^4+y^2*z^2=0}|3.3.ab_d_c
{x^4+x^3*y+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0}|3.3.ab_e_a
{2*x^4+2*x^3*y+x^3*z+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^3*y+x^3*z+2*x^2*y^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.ab_e_ab
{y^2=2*x^8+x^7+x^6+2*x^5+2*x^4+2*x^3+x^2+x,2*x^4+x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^4=0,x^4+x^3*z+2*x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ab_e_ac
{y^2=2*x^8+2*x^6+2*x^3+2*x^2+2*x}|3.3.ab_e_ai
{2*x^4+2*x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_e_ad
{y^2=2*x^8+x^7+x^4+2*x^3+x,2*x^4+2*x^3*z+x*y*z^2+x*z^3+y^4=0,x^4+x^3*z+x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ab_e_ae
{2*x^4+2*x^3*z+x^2*y^2+2*x^2*y*z+x*y^3+x*z^3+y^2*z^2=0,2*x^4+2*x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*z^3+y^4+y^2*z^2=0}|3.3.ab_e_af
{y^2=2*x^7+x^6+x^4+2*x^3+2*x^2+x+2,y^2=2*x^8+x^7+2*x^5+x^4+x,x^4+x^3*y+x^2*y^2+x^2*z^2+x*z^3+y^4=0,x^4+x^3*z+x^2*y*z+2*x^2*z^2+x*y^2*z+x*z^3+y^4=0}|3.3.ab_e_ag
{x^4+x^3*z+2*x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,x^4+2*x^3*y+2*x^3*z+x^2*y^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ab_f_ac
{y^2=2*x^8+2*x^5+x^4+2*x,y^2=2*x^8+x^6+x^3+2,x^4+2*x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^3*z=0,2*x^4+2*x^3*z+x^2*y^2+x^2*y*z+x*z^3+y^4+y^2*z^2=0}|3.3.ab_f_ad
{y^2=x^8+x^6+x^5+x^4+2*x^3+2*x^2+x+2}|3.3.ab_f_ae
{y^2=x^8+2*x^6+x^5+2*x^4+2,y^2=2*x^7+2*x^3+x^2+2*x+1,2*x^4+2*x^3*y+2*x^3*z+x^2*y^2+x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^3*y+x^3*z+2*x^2*y^2+2*x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+x^3*y+x^3*z+2*x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ab_f_af
{x^4+x^3*y+2*x^3*z+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+x^3*z+x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.ac_a_h
{y^2=x^8+2*x^7+x^5+2*x^4+x^3+2*x^2+x+2,x^4+x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^4=0,x^3*y+x^3*z+2*x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.ab_f_ag
{y^2=x^7+x^5+x^4+2*x^3+2*x+1}|3.3.ab_f_ah
{x^4+2*x^2*z^2+x*z^3+y^4=0}|3.3.ab_g_ad
{x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^4=0}|3.3.ab_g_af
{2*x^3*y+2*x^3*z+x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ab_g_ag
{x^4+x^3*z+2*x^2*y^2+2*x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ab_g_ah
{x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+2*x^3*y+2*x^3*z+x^2*y^2+2*x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.ac_ab_g
{2*x^4+2*x^2*y^2+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ab_h_ag
{y^2=2*x^7+2*x^6+x^5+2*x^4+2*x^3+x^2+x,2*x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ac_a_c
{2*x^4+x^3*y+x^2*z^2+x*z^3+y^4=0,2*x^4+x^3*y+2*x^3*z+x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+2*x^3*y+2*x^2*y^2+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.ac_a_d
