curves|label
{y^2=x^8+x^6+x^5+2*x^4+2*x^3+2*x^2+2*x+2,y^2=x^8+x^7+2*x^5+x^4+2*x^3+x^2+2*x,y^2=2*x^7+x^6+2*x^4+2*x^3+2*x^2+1,y^2=x^8+2*x^7+2*x^6+x^5+2*x^4+x^3+x^2+2,x^4+x^3*y+x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+2*x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_b_b
{y^2=x^8+2*x^7+2*x^5+x^4+x^3+x^2+1,y^2=2*x^8+x^7+x^4+x^3+x^2+2*x+1,x^4+2*x^3*z+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+x^3*y+2*x^3*z+x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.b_b_c
{y^2=2*x^8+x^7+2*x^6+x^5+2*x^4+2*x^3+x^2+2*x,y^2=x^7+2*x^6+2*x^3+2*x+1,y^2=x^7+2*x^4+2*x^3+2*x+1,y^2=2*x^7+2*x^6+2*x^4+2*x^3+x^2+1,x^3*y+2*x^3*z+2*x^2*y*z+x*z^3+y^3*z=0,2*x^4+x^2*y^2+2*x^2*y*z+x*z^3+y^3*z=0,2*x^3*y+2*x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,x^4+x^3*z+x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.b_b_d
{x^3*y+x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^3*z+2*x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_b_e
{y^2=2*x^7+2*x^6+x^5+x^4+2*x^3+2*x^2+1,y^2=2*x^7+2*x^5+2*x^2+x+1,x^4+2*x^3*y+2*x^3*z+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_b_f
{y^2=x^8+2*x^7+x^6+x^5+2*x^4+x^3+2*x^2+2*x,y^2=x^8+2*x^6+2*x^3+2,x^3*y+x^2*y^2+2*x^2*z^2+x*z^3+y^4=0,2*x^3*z+x^2*y*z+2*x*y^2*z+x*z^3+y^4=0,2*x^4+x^3*z+x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,x^3*y+2*x^3*z+x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+2*x^3*z+2*x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.b_b_g
{y^2=2*x^8+2*x^7+2*x^6+2*x^4+x^3+x^2+2*x+1,2*x^4+x^3*y+x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,x^3*y+2*x^3*z+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,x^4+x^3*y+2*x^3*z+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0}|3.3.b_b_h
{y^2=2*x^8+2*x^5+2*x^4+2*x^3+x+1,y^2=x^8+2*x^7+x^5+2*x^4+x}|3.3.b_c_a
{2*x^4+x^3*z+x^2*y^2+x*y^2*z+x*z^3+y^3*z=0,2*x^3*y+x^3*z+x^2*y^2+x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^3*y+x^3*z+x^2*y^2+x*y^2*z+x*z^3+y^3*z=0,x^4+x^3*y+x^3*z+x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_c_ab
{y^2=2*x^8+x^5+2*x^3+2*x^2+2*x+1}|3.3.b_c_ac
{y^2=x^8+2*x^7+x^6+x^4+2,y^2=x^7+x^6+2*x^4+2*x^2+x,y^2=2*x^7+2*x^6+2*x^4+x^2+x+1,y^2=2*x^7+2*x^3+2*x^2+x+1,x^4+x^3*y+x^3*z+x*y^2*z+x*z^3+y^4=0,x^3*y+2*x^3*z+2*x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,x^4+x^3*y+2*x^3*z+2*x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,2*x^4+2*x^3*y+2*x^3*z+x*y*z^2+x*z^3+y^4=0,2*x^3*z+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+2*x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_c_c
{2*x^3*y+x^3*z+2*x^2*y^2+x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+2*x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_c_d
{y^2=x^7+2*x^6+2*x^5+2*x^4+2*x^3+x^2+2*x+1,y^2=2*x^7+2*x^6+2*x^5+2*x^3+2,x^3*y+x^3*z+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_c_e
{2*x^4+x^2*y*z+2*x^2*z^2+x*y^2*z+x*z^3+y^4=0,x^3*y+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^3*y+x^3*z+x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^3*z+x^2*y^2+x*y^3+x*z^3+y^2*z^2=0,2*x^4+2*x^3*y+x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_c_f
{y^2=2*x^7+x^6+x^5+x^3+x^2+1,y^2=x^8+2*x^6+2*x^4+2*x^3+x^2+x,x^3*z+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^3*z+2*x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_c_g
{x^3*y+2*x^3*z+x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^3*y+x^3*z+2*x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^3*y+x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+2*x^3*z+x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_c_h
{y^2=2*x^7+x^4+x^3+x^2+x+1,x^3*y+x^3*z+x*y^2*z+x*z^3+y^4=0,2*x^4+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^3*y+x^3*z+x^2*y^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_c_i
{2*x^4+x^3*y+x^3*z+2*x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0,2*x^3*z+2*x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_c_j
{y^2=x^8+x^7+2*x^6+x^5+2*x^4+x^2+2*x+1,x^4+2*x^3*y+x^3*z+2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.b_c_k
{y^2=x^8+2*x^7+2*x^6+x^5+x^4+2*x^2+x+1,y^2=2*x^8+x^7+2*x^2+2*x,x^4+x^3*y+x^2*z^2+x*z^3+y^4=0,x^4+x^2*y^2+x^2*z^2+x*z^3+y^3*z=0}|3.3.b_d_a
{y^2=x^8+x^6+x^5+x^4+2*x^3+x,y^2=x^7+2*x^6+x^5+x^4+2*x^2+2*x+1,y^2=2*x^7+x^6+x^5+2*x^4+2*x^2+2*x+1,2*x^3*y+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_d_ab
{x^4+2*x^3*y+x^3*z+x*y*z^2+x*z^3+y^4=0}|3.3.b_d_ac
{y^2=x^8+x^5+x^4+2*x^3+x^2+x,y^2=x^8+2*x^6+x^4+2*x^3+2*x^2+2,x^4+2*x^3*y+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,2*x^4+2*x^3*y+x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^3*z=0,x^4+x^3*y+x^3*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_d_b
{y^2=x^8+2*x^7+x^6+2*x^5+x^2+1,y^2=x^7+x^6+2*x^5+x^2+2*x+1,x^4+x^3*z+x^2*y^2+2*x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_d_c
{y^2=2*x^8+2*x^7+x^6+2*x^5+x^2+x+1,y^2=x^8+2*x^7+2*x^6+x^4+x^3+2*x^2+2*x,2*x^3*y+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^3*y+2*x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_d_h
{y^2=x^7+2*x^6+x^4+2*x^3+2*x^2+2,y^2=x^8+2*x^7+2*x^6+x^5+x^4+2*x^3+2*x^2+1,2*x^4+x^3*y+x^2*y^2+x^2*z^2+x*z^3+y^3*z=0,2*x^4+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,2*x^4+2*x^3*y+x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_d_d
{y^2=2*x^8+2*x^7+2*x^6+x^4+2*x^2+1,y^2=x^8+x^7+x^6+x^5+2*x^4+2*x^2+2*x,y^2=x^8+x^7+x^6+2*x^5+x^4+2*x,2*x^3*y+2*x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+2*x^3*y+x^3*z+x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.b_d_e
{y^2=2*x^8+x^7+2*x^5+2*x^4+2*x+1,y^2=x^8+x^7+x^6+2*x^5+x^4+2*x^3+2*x+1,y^2=2*x^8+x^7+x^6+x^5+2*x^4+x^3+2*x^2+2*x+1,x^3*y+x^3*z+x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+2*x^3*z+2*x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+2*x^3*y+x^3*z+2*x^2*y^2+x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_d_f
{y^2=x^8+x^7+2*x^5+x^4+x^2+2*x,y^2=x^8+x^6+2*x^5+2*x^3+x^2+x+2,y^2=x^7+2*x^5+x^4+x^2+2*x,x^4+x^3*y+x^2*z^2+x*y^2*z+x*z^3+y^4=0,2*x^3*y+2*x^3*z+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^3*y+x^3*z+2*x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0,x^4+2*x^3*y+x^3*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_d_g
{y^2=2*x^7+x^6+2*x^5+x^2+2*x+2,2*x^3*z+2*x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_d_i
{y^2=x^8+2*x^7+2*x^6+2*x^5+x^4+2*x^3+2*x^2+x+2,2*x^4+x^2*y^2+x^2*z^2+x*z^3+y^3*z=0,x^4+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,x^3*y+x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+2*x^3*z+x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_d_j
{x^3*y+x^3*z+x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.b_e_a
{y^2=x^7+x^6+2*x^5+x^4+x^3+2*x^2+2*x}|3.3.c_a_ac
{2*x^4+x^3*y+2*x^3*z+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0}|3.3.b_e_b
{y^2=x^8+2*x^7+2*x^6+x^5+x^4+x^3+2*x^2+2*x,2*x^4+2*x^3*y+x^3*z+2*x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+2*x^3*y+x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^4+x^3*z+x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_e_c
{2*x^4+x^3*y+x^2*y^2+2*x^2*z^2+x*z^3+y^4=0,2*x^4+2*x^3*z+x^2*y*z+2*x*y^2*z+x*z^3+y^4=0,2*x^3*y+x^3*z+x*y*z^2+x*z^3+y^4=0,x^3*z+x^2*y^2+2*x^2*y*z+x*z^3+y^3*z=0}|3.3.b_e_d
{y^2=x^8+2*x^7+2*x^4+x^3+2*x,2*x^4+x^3*y+x^3*z+x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+2*x^3*y+x^3*z+2*x^2*y^2+x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_e_e
{2*x^4+2*x^3*z+x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_e_f
{y^2=x^7+2*x^6+2*x^4+x^3+x^2+2*x+1,y^2=x^8+2*x^7+x^5+2*x^4+2*x,2*x^3*y+x^2*y^2+x*y*z^2+x*z^3+y^4=0,x^3*y+x^3*z+2*x^2*y*z+x*z^3+y^3*z=0,2*x^4+x^3*z+x^2*y^2+2*x^2*y*z+x*z^3+y^3*z=0,2*x^4+2*x^3*y+x^3*z+2*x^2*y^2+2*x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_e_g
{x^4+2*x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0,2*x^3*y+2*x^3*z+x^2*y^2+x*y^3+x*z^3+y^2*z^2=0,2*x^4+2*x^3*y+x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_e_h
{y^2=x^8+x^6+x^3+x^2+x,2*x^3*y+2*x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^4=0}|3.3.b_e_i
{x^3*y+x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^3*y+x^3*z+x^2*y^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_f_c
{y^2=x^8+x^5+2*x^4+x,y^2=x^8+2*x^6+2*x^3+1,x^4+x^3*y+x^3*z+2*x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_f_d
{y^2=2*x^8+2*x^6+2*x^5+2*x^4+x^3+x^2+2*x+1,2*x^4+2*x^3*y+x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^4=0}|3.3.b_f_e
{y^2=2*x^8+x^6+2*x^5+x^4+1,y^2=x^7+x^3+2*x^2+x+2,2*x^4+x^3*y+x^3*z+x*y^2*z+x*z^3+y^3*z=0,x^4+x^3*z+x^2*y^2+x*y^2*z+x*z^3+y^3*z=0,x^3*y+x^3*z+x^2*y^2+x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^3*y+x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+2*x^3*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0,x^3*y+x^3*z+x^2*y^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.b_f_f
{y^2=2*x^8+x^7+2*x^5+x^4+2*x^3+x^2+2*x+1,x^3*y+x^3*z+x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+2*x^2*y^2+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_f_g
{y^2=2*x^7+2*x^5+2*x^4+x^3+x+2,x^4+2*x^3*z+x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.b_f_h
{2*x^4+x^2*z^2+x*z^3+y^4=0}|3.3.b_g_d
{2*x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,2*x^3*y+x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^3*z=0,2*x^3*y+x^3*z+x^2*y^2+x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_g_e
{2*x^4+x^3*y+x^3*z+x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.b_g_f
{x^4+2*x^3*y+x^2*y^2+x^2*z^2+x*z^3+y^3*z=0,2*x^3*y+x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_g_g
{x^3*z+x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+2*x^2*y^2+2*x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.b_g_h
{x^4+x^3*y+2*x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_h_f
{x^4+x^3*z+2*x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_h_g
{y^2=2*x^7+2*x^4+2*x^3+2*x^2+1}|3.3.c_a_ae
{y^2=x^8+2*x^5+2*x^4+2*x^2+2*x}|3.3.c_a_ag
{y^2=x^7+x^6+x^4+x^3+2*x^2+x,y^2=x^8+2*x^7+x^6+x^5+x^4+2*x^3+2*x^2+x+2,y^2=x^8+x^7+x^6+x^5+2*x^4+x^3+x^2+2*x+1}|3.3.c_b_a
{2*x^3*y+x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.c_b_ab
{y^2=2*x^8+x^4+2*x^3+x+1}|3.3.c_b_ac
{y^2=x^8+2*x^6+x^5+2*x^3+2*x^2+2*x+1}|3.3.c_b_ad
{y^2=x^8+x^6+x^4+2*x^2+1}|3.3.c_b_ae
{y^2=x^8+x^6+2*x^3+1,y^2=x^8+x^6+1,y^2=2*x^7+x^6+2*x^5+x^4+2*x^2+1,y^2=x^8+2*x^6+x^5+2*x^3+2*x^2+2*x}|3.3.c_c_a
{x^4+x^3*y+2*x^3*z+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+x^3*y+2*x^3*z+x*y^2*z+x*z^3+y^3*z=0}|3.3.c_c_b
{y^2=x^8+x^5+2*x^4+2*x^3+2*x^2+2*x,y^2=x^8+x^7+2*x^5+x^4+1}|3.3.c_c_c
{x^3*z+2*x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.c_c_d
{y^2=x^8+x^6+2*x^4+x^2+x,y^2=x^8+2*x^7+2*x^6+2*x^5+2*x^4+2*x^3+2*x,y^2=x^8+2*x^6+2*x^4+2,2*x^3*z+x^2*y^2+x*y^2*z+x*z^3+y^3*z=0,x^3*y+x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.c_c_e
{y^2=2*x^8+x^6+x^4+2*x^2+1,y^2=x^8+2*x^6+2*x^5+2*x^3+2*x^2+1,2*x^4+2*x^2*z^2+x*z^3+y^4=0}|3.3.c_d_a
{y^2=x^8+2*x^5+2*x^3+x^2+2*x+2,x^4+2*x^3*y+2*x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0}|3.3.c_d_c
{y^2=x^8+2*x^7+2*x^5+x^4+2*x+2,x^4+2*x^2*y^2+x^2*z^2+x*z^3+y^3*z=0,x^3*y+2*x^2*y^2+x^2*z^2+x*z^3+y^3*z=0}|3.3.c_d_d
{2*x^4+x^3*y+2*x^3*z+x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_f_l
{y^2=2*x^7+x^5+2*x^4+2*x^2+x+1,y^2=x^8+x^7+x^4+x^3+x+2,y^2=x^7+2*x^6+x^5+x^4+x^2+2*x+1,y^2=x^8+x^7+2*x^6+2*x^3+2*x^2+2,y^2=x^8+x^6+2*x^5+2*x^4+x^2+2*x+1,2*x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^4=0}|3.3.c_d_e
{y^2=x^8+x^7+x^6+x^5+2*x^3+2*x+2,2*x^4+2*x^3*y+2*x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_d_f
{y^2=x^8+2*x^7+2*x^6+x^4+2*x^3+x^2+1,y^2=2*x^8+x^7+2*x^6+2*x^5+2*x^4+x^3+2*x+1,2*x^4+x^3*z+x^2*y*z+x*z^3+y^4=0,2*x^4+x^2*y^2+2*x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+2*x^3*z+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,2*x^3*z+2*x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_d_g
{y^2=x^8+2*x^4+2*x^3+2*x^2+2*x+1}|3.3.c_d_h
{x^3*y+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+x^3*z+2*x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0}|3.3.c_e_f
{y^2=2*x^7+2*x^6+2*x^3+2*x^2+x+1,y^2=2*x^8+2*x^7+x^5+x^4+x^3+2*x+1,2*x^3*y+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0}|3.3.c_d_i
{x^3*y+x^3*z+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^3*y+2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_e_d
{y^2=x^8+2*x^7+x^6+x^5+x^3+2*x+1,y^2=x^8+2*x^7+x^6+2*x^4+x^3+x^2+2,x^3*z+x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_e_e
{y^2=x^8+2*x^7+2*x^6+2*x^4+2*x,y^2=2*x^7+x^5+x^4+2*x^3+x,y^2=2*x^7+x^6+x^4+2*x^3+2*x^2+1,2*x^4+2*x^2*z^2+x*y^2*z+x*z^3+y^4=0,x^3*y+2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,2*x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_e_g
{2*x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+2*x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_e_h
{y^2=x^8+x^7+2*x^6+2*x^3+2*x^2+x+1,y^2=x^7+2*x^3+x^2+x+1,y^2=x^8+2*x^7+x^6+2*x^5+2*x^3+1,y^2=x^8+x^7+x^6+2*x^5+2*x+1,y^2=x^8+x^7+2*x^4+2*x^3+2*x^2+2*x+1,2*x^4+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*z+x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_e_i
{x^3*y+x^2*y^2+x^2*z^2+x*z^3+y^4=0,2*x^4+x^3*y+2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z=0,x^4+x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^3*z=0,x^4+2*x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_e_j
{y^2=2*x^7+2*x^6+2*x^5+2*x^4+x^3+2*x+1,y^2=x^8+x^5+x^3+x^2+2*x,y^2=x^8+x^3+x^2+2*x+2,x^4+x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_e_k
{x^4+2*x^3*y+x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,2*x^3*z+2*x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^3*y+x^3*z+2*x^2*y^2+2*x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_e_l
{y^2=x^8+2*x^7+2*x^6+2*x^5+x^4+x^2+x+1,2*x^3*y+2*x^2*y^2+2*x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_f_f
{y^2=x^8+x^6+x^5+1,2*x^4+x^3*y+2*x^3*z+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_f_g
{y^2=x^8+2*x^7+x^6+2*x^5+2*x^4+x^2+2*x+2,x^3*y+2*x^3*z+x*y^2*z+x*z^3+y^3*z=0,2*x^4+x^3*z+x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0}|3.3.c_f_h
{y^2=x^8+x^7+x^6+x^5+x^4+2*x^2+x+2,y^2=x^8+2*x^7+2*x^6+x^5+2*x^2+2,y^2=x^8+2*x^7+2*x^6+x^3+2*x^2+2*x,y^2=2*x^8+x^6+x^5+2*x+1,x^4+x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^4=0,2*x^3*z+2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*z^3+y^4+y^2*z^2=0}|3.3.c_f_i
{y^2=x^8+x^7+2*x^6+2*x^5+2*x^4+x^3+1}|3.3.c_f_j
{y^2=x^8+2*x^7+x^6+x^4+x^3+2*x^2+2*x+1,y^2=2*x^8+2*x^5+2*x^4+x^3+2*x^2+1,2*x^4+x^3*z+x^2*y*z+2*x*y^2*z+x*z^3+y^4=0,x^4+2*x^3*y+2*x^3*z+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*z+x^2*y^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+x^3*y+2*x^3*z+2*x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.c_f_k
{y^2=2*x^8+2*x^6+2*x^2+1,y^2=x^8+x^6+2*x^4+x^3+x^2+x,y^2=2*x^8+2*x^6+x^5+2*x^3+2*x^2+1,y^2=x^8+x^7+2*x^6+2*x^5+x^3+2*x^2+1,x^4+2*x^3*y+x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.c_f_m
{2*x^3*y+2*x^3*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.c_f_n
